index,s1,r,s2
"1425","On Ice Hokkaido package","’","Aston Martin"
"1425","On Ice Hokkaido package","allows","customers"
"1425","customers","test","driving skills"
"1425","customers","test","ice surfaces"
"1426","SRT Hellcat",",","Dodge Challenger"
"1427","Ariel",",","Nomad Tactical"
"1427","Ariel",",","Nomad Sport"
"1428","Jay Leno","test Nomad Tactical","Nomad Tactical"
"1428","Jay Leno","owner","Ariel Atom"
"1429","Nomad Nomad Tactical","costs","90,000"
"1430","Honda crate engine","of","300 hp"
"1431","BMW","to","recall"
"1431","recall","issues","fire risk"
"1432","BMW","stop - sale","i3"
"1433","problem","restricted","5th percentile females"
"1434","5th percentile females","suffered","neck injuries"
"1434","neck injuries","higher","acceptable limit"
"1434","The issue","testing","head - on collision"
"1435","Tesla","unveiled","Roadster"
"1435","Tesla",",","CEO Elon Musk"
"1436","Tesla","’","Model 3"
"1436","Model 3","first","affordable"
"1437","Corvette ZR1","line of","GM performance vehicles"
"1438","C7 ZR1","a","front - engine car"
"1438","C7 ZR1","with","pushrod V8"
"1439","6.2-liter supercharged LT5","produces","755 horsepower"
"1439","ZR1","its","6.2-liter supercharged LT5"
"1440","LT5","improved version","Z06"
"1441","Takata","pay out","$ 1 billion"
"1442","vehicles","with","Takata airbags"
"1442","vehicles","not been","repaired"
"1443","25 million","to be","replaced"
"1444","Takata","file for","bankruptcy"
"1445","Acura","in the","States"
"1446","Fernando Alonso","driving for","McLaren - Honda F1 Team"
"1447","Aston Martin 's","boss","Andy Palmer"
"1448","Chris Harris","review of","Dodge Viper ACR"
"1449","Monterey",",","California"
"1449","Ciel","shown off in","2011"
"1449","Elmiraj","in","2013"
"1450","Elon Musk","’ s","EV"
"1451","P100D","goes heads up with","2013 Nissan GT - R"
"1452","Volkswagen","pledged to buy","half a million cars"
"1453","buyback","set to cost","VW"
"1454","Europe","reports","Volkswagen"
"1454","Volkswagen","pledged to fix","European diesel models"
"1455","Francisco Javier Garcia Sanz","met","Vera Jourova"
"1456","Holden Commodore","goes out of production in","2017"
"1457","Australia","’ s","Perth Now"
"1458","GM","’ s","LSA V8 engine"
"1459","Shelby","synonymous special edition Fords","Fords"
"1460","Shelby","tinkering with","special edition Fords"
"1461","60s Mustangs","bearing","Shelby name"
"1462","428 Cobra Jet","churned out","335 hp"
"1462","428 Cobra Jet","with","440 lb - ft of torque"
"1463","The Grand Tour","on","Amazon Prime"
"1464","Amazon","'s","drone delivery service"
"1465","The Grand Tour","in","November"
"1466","Track 22 plan","including","EV"
"1467","BMW M1","at","Canepa"
"1468","AHG",",","a BMW dealer"
"1469","Mercedes - Benz V - Class","its","test bed"
"1470","van","called","Edna"
"1470","Edna","has","87 kWh battery pack"
"1470","Edna","has","two electric motors"
"1471","EV startup Atieva","backed","SAIC Motor"
"1472","Audi","'s","SQ7"
"1473","Porsche Porsche","launched","Panamera Turbo"
"1474","engine","delivers","542 horsepower"
"1474","engine","delivers","335 horsepower"
"1474","engine","at","half engine speed"
"1475","Oliver Blume","CEO","Porsche"
"1476","Ford","made","aviation - inspired Mustang"
"1476","aviation - inspired Mustang","auction","charity"
"1476","EAA AirVenture Oshkosh","(","Wisconsin"
"1476","EAA AirVenture Oshkosh","aka","“ The World ’ s Greatest Aviation Celebration"
"1477","DB9","is","13 years old"
"1478","Aston Martin","tweeted","picture"
"1478","picture","of","last nine DB9s"
"1479","last nine DB9s","given","“ Q ” customs"
"1480","Gaydon",",","England"
"1481","DB9","penned","Henry Fisker"
"1481","Henry Fisker","behind","Fisker Karma"
"1482","Tesla",",","Autopilot technology"
"1483","Gary Zhou","owner","Model X"
"1483","Gary Zhou","owner","Google Glass"
"1483","Gary Zhou","owner","smartphone"
"1484","Pokemon Go","using","Google Glass"
"1484","Model X","Gary Zhou","video"
"1485","Ferrari 308","of","1980s"
"1486","Tom Selleck","show","Magnum P.I"
"1486","308","least expensive","Ferraris"
"1487","308","had","10-year lifespan"
"1487","10-year lifespan","from","1975"
"1487","10-year lifespan","from","1985"
"1488","308 GTSI Targa","sale","Beverly Hills Car Club"
"1489","1980 308","powered","2.9-liter V8"
"1490","a Lamborghini","the","Italian automaker"
"1491","Aventadors","per year","sold"
"1491","Huracans","per year","sold"
"1491","sold","no more","3,500"
"1492","Honda","new","NSX"
"1492","Honda","study","Porsche 911 GT3"
"1493","Nick Robinson",",","vehicle dynamics project lead"
"1493","NSX",",","vehicle dynamics project lead"
"1494","911 GT3","as","research vehicle"
"1495","black box data","discovered","205 mph"
"1496","M4","twice as expensive","M4"
"1496","BMW","car","M"
"1497","M4 GTS","have","twin - turbo 3.0-liter inline - six"
"1497","M4","’","twin - turbo 3.0-liter inline - six"
"1498","water injection system","fine spray","intake manifold chamber"
"1499","turbo engine","operate","higher boost pressure"
"1499","turbo engine","operate","advanced spark timing"
"1500","Toyota","last generation","Supra"
"1500","Supra","capable","more than 1,000 hp"
"1501","Rob Ferretti","aka","Super Speed Rob"
"1501","Rob Ferretti","owns","heavily modified Supra"
"1501","heavily modified Supra","makes","1,000 hp"
"1502","stock Supra","reinforcing things","clutch"
"1502","stock Supra","reinforcing things","suspension"
"1503","Afshin Behnia","fan","Alfa Romeo"
"1503","Afshin Behnia","founder","Petrolicious"
"1504","4.7-liter V8","with","444 hp"
"1504","4.7-liter V8","with","350 lb - ft of torque"
"1505","supercharged 6.2-liter Hemi V8","upgraded version","Challenger SRT Hellcat"
"1506","CarAdvice","at","8 Series Concept launch"
"1506","Ian Robertson","at","8 Series Concept launch"
"1507","Next 100 Concept","featured","steering wheel"
"1507","Next 100 Concept","featured","center console retract"
"1507","Next 100 Concept","featured","headrests"
"1508","Volkswagen Group","’","Sedric Concept"
"1509","Lamborghini","produce","8,000 units"
"1510","the Huracan Spyder","shade","Grigio Lynx"
"1510","the Huracan Spyder","destined","UK"
"1511","Huracan 580 - 2","the","rear - wheel drive"
"1511","Huracan Performante","packs","630-hp 5.2-liter V10"
"1512","Australia - based",",","Holden"
"1512","Holden","is","shutting its doors"
"1513","6.2-liter V8","produces","577 horsepower"
"1514","PSA","took","Vauxhall"
"1515","Subaru","teamed up","Grabowski Brothers Racing"
"1515","Subaru","teamed up","Crawford Performance"
"1515","Subaru","modified","Crosstrek"
"1515","Ensenada",",","BC Mexico"
"1515","Crosstrek","in","Ensenada"
"1516","Crosstrek","built","Quirt Crawford"
"1516","Quirt Crawford","for","Class 5 event"
"1517","Jay Leno","Joe Biden","Biden"
"1517","former Secretary of State",",","Colin Powell"
"1518","Corvette",",","2015"
"1519","Ford","introduce","EcoSport subcompact SUV"
"1519","EcoSport subcompact SUV","to","North American market"
"1519","EcoSport subcompact SUV","introduce","2016 LA Auto Show"
"1520","EcoSport","never been sold in","North America"
"1521","DJ Khaled","Snapchat","Snapchat"
"1522","Fiesta ST","'s","1.6-liter EcoBoost unit"
"1522","1.6-liter EcoBoost unit","with","197 hp"
"1523","Tata","revolutionized","Jaguar"
"1524","Porsche","have their dealership lots brimming with","four - wheel drive machines"
"1524","BMW","have their dealership lots brimming with","four - wheel drive machines"
"1524","Audi","have their dealership lots brimming with","four - wheel drive machines"
"1524","Mercedes","have their dealership lots brimming with","four - wheel drive machines"
"1525","Lansing , Michigan factory factory","the Camaro","Camaro"
"1526","factory in Lordstown , Ohio","builds","Cruze"
"1527","spokesman for the company",",","Tom Wickham"
"1528","Mexico","(","Ford"
"1528","Canada","(","Dodge"
"1529","The dollar","stronger than","Mexican peso"
"1529","The dollar","stronger than","Canadian dollar"
"1530","Michigan","went","Republican"
"1530","Ohio","went","Republican"
"1531","Chinese company",",","LeEco"
"1531","LeEco","known for","smartphones"
"1531","LeEco","known for","televisions"
"1531","LeEco","raised a billion dollars to build","Tesla Model S fighter"
"1531","Tesla Model S fighter","dubbed","LeSEE"
"1532","electric cars","would fight","Tesla Model S"
"1532","electric cars","would fight","Porsche Mission E"
"1533","Aston Martin","investing in","new models"
"1533","Aston Martin","investing in","hybrid hypercar"
"1534","Hyundai","’ s","N division"
"1535","Hyundai UK ’ s CEO",",","Tony Whitehorn"
"1536","Audi Sport division","wants to double the number of","RS models"
"1537","Division boss",",","Stephan Winkelmann"
"1537","former Lamborghini CEO",",","Stephan Winkelmann"
"1537","Stephan Winkelmann","told","Autocar"
"1538","Audi","Audi","RS lineup"
"1538","RS lineup","limited to","RS3"
"1538","RS lineup","limited to","RSQ3"
"1538","RS lineup","limited to","TT RS Coupe"
"1538","RS lineup","limited to","RS6"
"1538","RS lineup","limited to","RS7"
"1539","electric motor","with","177 hp"
"1539","electric motor","with","251 lb - ft of instant torque"
"1540","Mercedes","had a partnership with","Tesla"
"1541","10 continuation road legal models","based on","1950s D - Type Le Mans racecar"
"1542","new sports car","known as","Thunder"
"1543","F - Type","’ s","supercharged 5.0-liter V8"
"1543","supercharged 5.0-liter V8","produce","666 horsepower"
"1544","Jaguar","’ s","F - Type SVR"
"1544","F - Type SVR","has","567 hp"
"1545","Audi","famous for","Quattro all - wheel technology"
"1545","BMW","offer","AWD"
"1545","Mercedes - Benz","offer","AWD"
"1546","Mazda","understands the need to offer","AWD"
"1547","CEO of Mazda North America",",","Masahiro Moro"
"1548","the Lykan HyperSport","notable for being","first ever Middle Eastern supercar"
"1549","RUF - tuned 4.0-liter flat six - cylinder Porsche motor","tuned to produce","800 horsepower at 7,100 rpm"
"1549","RUF - tuned 4.0-liter flat six - cylinder Porsche motor","tuned to produce","722 lb - ft of peak torque at 4000 rpm"
"1550","China","'s","China Unique Group"
"1551","EMotion","with","fully autonomous technology"
"1552","Fisker","known for","EV technology"
"1553","Rolls - Royce","launching","Phantom flagship sedan"
"1554","RR CEO Torsten Muller - Otvos","Speaking to","Autocar"
"1555","BMW","’ s","semi - autonomous CoPilot system"
"1556","Jaguar","returning to the track with","new GT4 race car"
"1556","new GT4 race car","based on","F - Type SVR"
"1557","F - Type SVR GT4","Revealed at","Autosport International Show"
"1557","Autosport International Show","in","Birmingham , UK"
"1557","F - Type SVR GT4","built in - house by","Jaguar"
"1558","Two bespoke F - Type SVR GT4s","commissioned by","Invictus Games Racing"
"1558","Jaguar Land Rover","'s","Special Vehicle Operations division"
"1559","Ford","unveiling","2018 Ford Mustang Bullitt"
"1559","Ford","announced at","Detroit Auto Show"
"1559","Ford","reviving","Mach 1 nameplate"
"1560","Mach 1 Mustang","from","1970s"
"1561","Ford Team Edison",",","automaker 's battery electric division"
"1562","Zoom Garage","created","V10-powered Toyota 86"
"1562","Zoom Garage","replacing","2.5 liter boxer four - cylinder engine"
"1562","S85 5.0-liter V10","from","E60-generation M5"
"1563","six - speed manual","from","E92 M3"
"1564","Mercedes - Benz G - Class off - roader","been around since","1979"
"1565","2019 G - Class","Revealed at","Detroit Auto Show"
"1566","multifunction steering wheel","with","touch - sensitive controls"
"1566","touch - sensitive controls","for","infotainment system"
"1567","Ford","brought back","Bullitt Mustang"
"1567","Bullitt Mustang","built back in","2008"
"1568","Ford","tuned","5.0-liter Coyote V8"
"1568","5.0-liter Coyote V8","produces","475 horsepower"
"1568","5.0-liter Coyote V8","produces","420 lb - ft of torque"
"1569","Ford","brought along","original 1968 Mustang GT fastback"
"1569","Steve McQueen","drove","original 1968 Mustang GT fastback"
"1570","Henrik Fisker","penning the designs of","Aston Martin DB9"
"1570","Henrik Fisker","penning the designs of","Karma Revero"
"1570","Henrik Fisker","penning the designs of","EMotion"
"1571","5.0-liter V10","tuned BMW","RD Sport"
"1571","5.0-liter V10","produce","665 horsepower"
"1572","BMW","planning to expand BMW line - up with","four - door 2 Series Gran Coupe"
"1572","M2 variant","will essentially be a more practical version of","high - performance M2"
"1573","BMW M2 Gran Coupe","arrive","2019"
"1573","BMW M2 Gran Coupe","packing","365-hp"
"1574","3.0-liter turbocharged in - line six engine","producing","365 horsepower"
"1575","Kia","compare Kia latest model with","Lamborghini"
"1576","Kia","At","Detroit Auto Show"
"1577","Storm","based the Lister Thunder","XKJ"
"1577","Lister Thunder","essentially","F - Type"
"1577","Lister Thunder","the Lister Thunder","supercharged 5.0-liter V8"
"1577","supercharged 5.0-liter V8","with","666 hp"
"1578","641-hp Lamborghini Urus",",","fastest SUV in the world"
"1579","GT3 RS","given","proper paint job"
"1579","GT3 RS","given","graphics"
"1579","graphics","differentiate","GT3"
"1580","Subaru","wraps off","sedan"
"1581","Toyota","discontinuing","FJ Cruiser"
"1582","FJ Cruiser","with","87,000 miles"
"1582","FJ Cruiser","at","recent auction"
"1582","FJ Cruiser","outbid by","another dealer"
"1583","911s","aren ’ t","tastefully"
"1584","Pininfarina","known for","stunning cars"
"1585","Pininfarina","gave","FF"
"1585","Pininfarina","gave","Sergio"
"1586","Pininfarina","operating at","loss"
"1586","Pininfarina","debt of","$ 57 million"
"1587","Pininfarina","worth","$ 116 million"
"1588","Satisfaction Study","for","2015"
"1589","Power","tallied","results"
"1589","results","on","1,000-point scale"
"1590","Cooper S","priced at","$ 37,100"
"1591","Broncatello","offering","advice"
"1592","Broncatello","shopping","2009 Corvette Z06"
"1592","2009 Corvette Z06","with","19,000 miles"
"1593","Broncatello","called","dealer"
"1593","Broncatello","spoke with","owner"
"1593","owner",",","Jones"
"1594","Broncatello","found","Corvette"
"1595","ticket","to","Montana"
"1596","E10 R","gain","ferocious 2.3-liter Ecoboost engine"
"1596","ferocious 2.3-liter Ecoboost engine","out of","RS"
"1596","RS","for","350 hp"
"1597","teaser photos","shows","OZ Ultraleggera forged alloy wheels"
"1597","teaser photos","shows","carbon fiber components"
"1597","carbon fiber components","points at","weight savings"
"1598","GT","with","5.0-liter V8"
"1598","Roush","added","2.3-liter TVS supercharger"
"1598","Roush","churns out","670 hp and 545 lb - ft of torque"
"1599","GT","has","435 hp and 400 lb - ft"
"1600","Roush","has","Quad - Tip exhaust"
"1600","Roush","has","standard single - adjustable coilover suspension system"
"1600","Roush","has","aero body kit"
"1601","TTS","achieving","310 horsepower"
"1602","ABT","Taking on","2.0-liter TFSI engine"
"1602","ABT","with","TT Roadster"
"1602","ABT","another","TTS"
"1602","ABT","produce","305 hp and 324 lb - ft of torque"
"1603","crew","led by","Morohoshi - san"
"1603","crew","taken","auto customization"
"1604","crew","cruising","streets of Tokyo"
"1604","crew","at","night"
"1604","crew","driving","cars"
"1605","Chevrolet","debut","Camaro"
"1605","Chevrolet","at","Belle Isle island park"
"1606","Camaro","is","evolutionary"
"1607","low and wide look","have","low and wide look"
"1608","guy","destroyed","Viper"
"1608","guy","in","Florida"
"1609","owner","lives in","Palm Beach"
"1609","owner","left","Viper"
"1609","owner","working on","aircraft"
"1610","damage","at","$ 33,000"
"1611","R32","forbidden fruit of","Japanese car"
"1612","R32","cost","$ 22k"
"1613","SCG003",",","multi - million dollar hypercar"
"1613","SCG003","double","P1"
"1614","The plan","for","race"
"1614","The plan","at","Le Mans"
"1614","The plan","in","2017"
"1615","Porsche","testing","cruise control system"
"1615","cruise control system","called","InnoDrive"
"1616","data","from","semi - autonomous driving"
"1617","V12 Vantage","for","$ 185,220"
"1618","Aston Martin","with","Ally Financial"
"1618","Aston Martin","offer","leases"
"1618","Aston Martin","in","US"
"1619","V12 Vantage","for","$ 1,900 a month"
"1620","V12 Vantage","cost","Chevrolet Malibu"
"1621","Aventador","for","sale"
"1621","Aventador","at","Megastar Motors"
"1621","Aventador","in","Dubai"
"1622","V12 engine","produces","750 horsepower"
"1622","V12 engine","propels","from 0 - 60 mph in 2.8 seconds"
"1623","911","revealed at","2011 Frankfurt Motor Show"
"1624","911","debut at","Frankfurt Motor Show"
"1624","911","in","September"
"1625","safety measures","including","speed limits"
"1626","safety measures","include","adding additional safety fences"
"1626","safety measures","include","restricted zone"
"1627","Nurburgring","set by","Porsche 918 Spyder"
"1628","Ferrari","to","Pebble Beach Concours"
"1629","Bordeaux leather seats","with","leather inserts"
"1630","3.9-liter turbocharged V8","for","552 hp and 557 lb.-ft"
"1631","5.7-liter V8","for","401 lb - ft of torque at 3,600 rpm"
"1632","Italian Ferrari dealer","named","Romano Artioli"
"1632","Romano Artioli","resurrect","Bugatti"
"1633","EB110","revealed on","Bugatti 110th birthday"
"1634","EB110","with","3.5-liter V12"
"1634","3.5-liter V12","equipped with","four turbochargers"
"1635","Mercedes - Benz","with","CLS"
"1635","Mercedes - Benz","in","2004"
"1636","Chelsea","captain","John Terry"
"1636","Chelsea","defeat by","Manchester City"
"1637","Mourinho","suggesting","end"
"1638","DMC","display","styling packages"
"1638","DMC","at","Geneva"
"1638","DMC","released","Stage 3 styling kit"
"1638","Stage 3 styling kit","for","Lamborghini Huracan"
"1639","DMC Lamborghini","released for","baby Lambo"
"1639","DMC Lamborghini","featuring","best parts"
"1640","different modes",":","Cruising , GT Track and Fun Mode"
"1641","Lagonda","outside of","Middle East"
"1642","Lagonda","built at","Gaydon facility"
"1643","6.0-liter V12","used in","S"
"1643","6.0-liter V12","rated at","552 hp and 464 lb - ft of torque"
"1644","BMW BMW","put","headlights"
"1644","headlights","into","production car"
"1644","production car",",","i8"
"1645","BMW","brought","M4"
"1646","aspirated 5.0-liter V8","found in","RC F"
"1646","aspirated 5.0-liter V8","produces","467 hp and 389 lb - ft of torque"
"1647","three operating modes",":","Standard , Slalom , and Track"
"1648","BMW","’ s","M"
"1649","M5/M6","feature","all - wheel - drive"
"1650","Audi","revealed","Prologue concept"
"1650","Audi","at","LA"
"1651","NW8","at","Montreal Auto Show"
"1652","NW8","in","Fuji White"
"1652","NW8","with","unique Firenze Red Contrast roof"
"1652","NW8","matching","wing mirrors"
"1653","Ferrari","dropped","FF"
"1654","458","at","Geneva"
"1654","458","debuts","March"
"1655","Ferrari","prepping","FF"
"1656","Ferrari","upgrade","FF"
"1656","FF","’ s","6.3-liter V12"
"1656","FF","with","651 horsepower"
